No.,Chemical compound,K,Logk,Cas,Smiles,Ph,T,Ref,Chemical_class_27,Chemical_class_coarse,InChI,InChIKey
152,Amoxicillin (AMX),,7.301029996,2088960-43-2,CC1(C)S[C@@H]2[C@H](NC(=O)C(N)c3ccc([O-])cc3)C(=O)N2[C@H]1C(=O)[O-],,,10.1016/j.cej.2013.02.024,"sulfide, disulfide",Sulfur-containing organics,"InChI=1S/C16H19N3O5S/c1-16(2)11(15(23)24)19-13(22)10(14(19)25-16)18-12(21)9(17)7-3-5-8(20)6-4-7/h3-6,9-11,14,20H,17H2,1-2H3,(H,18,21)(H,23,24)/p-2/t9?,10-,11+,14-/m1/s1",LSQZJLSUYDQPKJ-UWFZAAFLSA-L
153,Amoxicillin (AMX),,4.414973348,2088960-43-2,CC1(C)S[C@@H]2[C@H](NC(=O)C([NH3+])c3ccc(O)cc3)C(=O)N2[C@H]1C(=O)O,,,10.1016/j.cej.2013.02.024,"sulfide, disulfide",Sulfur-containing organics,"InChI=1S/C16H19N3O5S/c1-16(2)11(15(23)24)19-13(22)10(14(19)25-16)18-12(21)9(17)7-3-5-8(20)6-4-7/h3-6,9-11,14,20H,17H2,1-2H3,(H,18,21)(H,23,24)/p+1/t9?,10-,11+,14-/m1/s1",LSQZJLSUYDQPKJ-UWFZAAFLSA-O
154,Amoxicillin (AMX),,4.414973348,2088960-43-2,CC1(C)S[C@@H]2[C@H](NC(=O)C(N)c3ccc(O)cc3)C(=O)N2[C@H]1C(=O)O,,,10.1016/j.cej.2013.02.024,"sulfide, disulfide",Sulfur-containing organics,"InChI=1S/C16H19N3O5S/c1-16(2)11(15(23)24)19-13(22)10(14(19)25-16)18-12(21)9(17)7-3-5-8(20)6-4-7/h3-6,9-11,14,20H,17H2,1-2H3,(H,18,21)(H,23,24)/t9?,10-,11+,14-/m1/s1",LSQZJLSUYDQPKJ-UWFZAAFLSA-N
155,Atenolol,,-1.886056648,1202864-50-3,CC(C)NCC(O)COc1ccc(CC(N)=O)cc1,7,,10.1016/j.watres.2009.11.045,amide,Nitrogen-containing organics,"InChI=1S/C14H22N2O3/c1-10(2)16-8-12(17)9-19-13-5-3-11(4-6-13)7-14(15)18/h3-6,10,12,16-17H,7-9H2,1-2H3,(H2,15,18)",METKIMKYRPQLGS-UHFFFAOYSA-N
156,Atenolol,,4.544068044,1202864-50-3,CC(C)NCC(O)COc1ccc(CC(N)=O)cc1,,,10.1016/j.watres.2009.11.045,amide,Nitrogen-containing organics,"InChI=1S/C14H22N2O3/c1-10(2)16-8-12(17)9-19-13-5-3-11(4-6-13)7-14(15)18/h3-6,10,12,16-17H,7-9H2,1-2H3,(H2,15,18)",METKIMKYRPQLGS-UHFFFAOYSA-N
157,bromochloroacetamide,,1.460730839,62872-34-8,NC(=O)C(Cl)Br,,,10.1016/j.watres.2018.06.024,halogenated,Halogenated organics,"InChI=1S/C2H3BrClNO/c3-1(4)2(5)6/h1H,(H2,5,6)",GKRKWDWETUTQOT-UHFFFAOYSA-N
158,Bromochloroacetonitrile,,-1.045757491,83463-62-1,N#CC(Cl)Br,,,10.1016/j.watres.2018.06.024,halogenated,Halogenated organics,InChI=1S/C2HBrClN/c3-2(4)1-5/h2H,BMWPPNAUMLRKML-UHFFFAOYSA-N
159,bromodichloroacetamide,,2.074125374,98137-00-9,NC(=O)C(Cl)(Cl)Br,,,10.1016/j.watres.2018.06.024,halogenated,Halogenated organics,"InChI=1S/C2H2BrCl2NO/c3-2(4,5)1(6)7/h(H2,6,7)",BYGNVSUVJJULOS-UHFFFAOYSA-N
160,Bromodichloroacetonitrile,,0.577236408,60523-73-1,N#CC(Cl)(Cl)Br,,,10.1016/j.watres.2018.06.024,halogenated,Halogenated organics,"InChI=1S/C2BrCl2N/c3-2(4,5)1-6",XDJVVCPVQOCPJI-UHFFFAOYSA-N
161,bromoiodoacetamide,,1.09594384,62872-36-0,NC(=O)C(Br)I,,,10.1016/j.watres.2018.06.024,halogenated,Halogenated organics,"InChI=1S/C2H3BrINO/c3-1(4)2(5)6/h1H,(H2,5,6)",XQMKVQDLGURGON-UHFFFAOYSA-N
162,carbimazole,,6.84509804,22232-54-8,CCOC(=O)n1ccn(C)c1=S,,,doi.org/10.1016/j.watres.2012.06.006,sulfur-containing,Sulfur-containing organics,"InChI=1S/C7H10N2O2S/c1-3-11-7(10)9-5-4-8(2)6(9)12/h4-5H,3H2,1-2H3",CFOYWRHIYXMDOT-UHFFFAOYSA-N
163,carnosine,,5.204119983,9023-61-4,NCCC(=O)N[C@@H](Cc1cnc[nH]1)C(=O)O,7.4,,10.1021/acs.chemrestox.8b00363,imidazole,Heterocycles,"InChI=1S/C9H14N4O3/c10-2-1-8(14)13-7(9(15)16)3-6-4-11-5-12-6/h4-5,7H,1-3,10H2,(H,11,12)(H,13,14)(H,15,16)/t7-/m0/s1",CQOVPNPJLQNMDC-ZETCQYMHSA-N
164,carnosine,,5.079181246,9023-61-4,NCCC(=O)N[C@@H](Cc1cnc[nH]1)C(=O)O,7,,10.1021/acs.chemrestox.8b00363,imidazole,Heterocycles,"InChI=1S/C9H14N4O3/c10-2-1-8(14)13-7(9(15)16)3-6-4-11-5-12-6/h4-5,7H,1-3,10H2,(H,11,12)(H,13,14)(H,15,16)/t7-/m0/s1",CQOVPNPJLQNMDC-ZETCQYMHSA-N
165,carnosine,,5.255272505,9023-61-4,NCCC(=O)N[C@@H](Cc1cnc[nH]1)C(=O)O,8,,10.1021/acs.chemrestox.8b00363,imidazole,Heterocycles,"InChI=1S/C9H14N4O3/c10-2-1-8(14)13-7(9(15)16)3-6-4-11-5-12-6/h4-5,7H,1-3,10H2,(H,11,12)(H,13,14)(H,15,16)/t7-/m0/s1",CQOVPNPJLQNMDC-ZETCQYMHSA-N
166,catechin,,5.397940009,52891-13-1,Oc1cc(O)c2c(c1)O[C@H](c1ccc(O)c(O)c1)[C@@H](O)C2,,,10.1016/j.tiv.2012.04.010,phenol,Oxygenated organics,"InChI=1S/C15H14O6/c16-8-4-11(18)9-6-13(20)15(21-14(9)5-8)7-1-2-10(17)12(19)3-7/h1-5,13,15-20H,6H2/t13-,15+/m0/s1",PFTAWBLQPZVEMU-DZGCQCFKSA-N
167,chloroiodoacetamide,,1.160535223,62872-35-9,NC(=O)C(Cl)I,,,10.1016/j.watres.2018.06.024,halogenated,Halogenated organics,"InChI=1S/C2H3ClINO/c3-1(4)2(5)6/h1H,(H2,5,6)",UWWIMPAKBITDPS-UHFFFAOYSA-N
168,chlorotetracycline,,5.580924976,7301-38-4,C[NH+](C)[C@@H]1C([O-])=C(C(N)=O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c([O-])ccc(Cl)c4[C@@](C)(O)[C@H]3C[C@@H]12,,,10.1016/j.watres.2010.11.039,halogenated,Halogenated organics,"InChI=1S/C22H23ClN2O8/c1-21(32)7-6-8-15(25(2)3)17(28)13(20(24)31)19(30)22(8,33)18(29)11(7)16(27)12-10(26)5-4-9(23)14(12)21/h4-5,7-8,15,26,28-29,32-33H,6H2,1-3H3,(H2,24,31)/p-1/t7-,8-,15-,21-,22-/m0/s1",CYDMQBQPVICBEU-XRNKAMNCSA-M
169,chlorotetracycline,,7.238046103,7301-38-4,C[NH+](C)[C@@H]1C(O)=C(C(N)=O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)ccc(Cl)c4[C@@](C)(O)[C@H]3C[C@@H]12,,,10.1016/j.watres.2010.11.039,halogenated,Halogenated organics,"InChI=1S/C22H23ClN2O8/c1-21(32)7-6-8-15(25(2)3)17(28)13(20(24)31)19(30)22(8,33)18(29)11(7)16(27)12-10(26)5-4-9(23)14(12)21/h4-5,7-8,15,26,28-29,32-33H,6H2,1-3H3,(H2,24,31)/p+1/t7-,8-,15-,21-,22-/m0/s1",CYDMQBQPVICBEU-XRNKAMNCSA-O
170,Ciprofloxacin,,5.880813592,93398-92-6,O=C(O)c1cn(C2CC2)c2cc(N3CCNCC3)c(F)cc2c1=O,7,,10.1016/j.chemosphere.2008.08.033,halogenated,Halogenated organics,"InChI=1S/C17H18FN3O3/c18-13-7-11-14(8-15(13)20-5-3-19-4-6-20)21(10-1-2-10)9-12(16(11)22)17(23)24/h7-10,19H,1-6H2,(H,23,24)",MYSWGUAQZAJSOK-UHFFFAOYSA-N
171,cysteine,,8.817741873,114507-35-6,N[C@@H](CS)C(=O)O,,,10.1016/j.freeradbiomed.2014.04.024,thiol,Sulfur-containing organics,"InChI=1S/C3H7NO2S/c4-2(1-7)3(5)6/h2,7H,1,4H2,(H,5,6)/t2-/m0/s1",XUJNEKJLAYXESH-REOHCLBHSA-N
172,dibromoacetamide,,1.356450803,598-70-9,NC(=O)C(Br)Br,,,10.1016/j.watres.2018.06.024,halogenated,Halogenated organics,"InChI=1S/C2H3Br2NO/c3-1(4)2(5)6/h1H,(H2,5,6)",YUIKPESWSMJSMP-UHFFFAOYSA-N
173,dibromoacetonitrile,,-1.36878178,3252-43-5,N#CC(Br)Br,,,10.1016/j.watres.2018.06.024,halogenated,Halogenated organics,InChI=1S/C2HBr2N/c3-2(4)1-5/h2H,NDSBDLSWTGLNQA-UHFFFAOYSA-N
174,dibromochloroacetamide,,2.125842576,855878-13-6,NC(=O)C(Cl)(Br)Br,,,10.1016/j.watres.2018.06.024,halogenated,Halogenated organics,"InChI=1S/C2H2Br2ClNO/c3-2(4,5)1(6)7/h(H2,6,7)",MBEDDIHHCDUVJV-UHFFFAOYSA-N
175,Diethyl selenodiglycolate,,7.84509804,609-09-6,CCOC(=O)COCC(=[Se])OCC,,,10.21577/0103-5053.20200009,ester,Oxygenated organics,"InChI=1S/C8H14O4Se/c1-3-11-7(9)5-10-6-8(13)12-4-2/h3-6H2,1-2H3",YVBFSIJCGCDMMG-UHFFFAOYSA-N
176,diethylethanolamine,,5.146128036,53404-34-5,CCN(CC)CCO,,,doi.org/10.1016/j.watres.2012.06.006,amine,Nitrogen-containing organics,"InChI=1S/C6H15NO/c1-3-7(4-2)5-6-8/h8H,3-6H2,1-2H3",BFSVOASYOCHEOV-UHFFFAOYSA-N
177,dimethylethanolamine,,4.477121255,287476-09-9,CN(C)CCO,,,doi.org/10.1016/j.watres.2012.06.006,amine,Nitrogen-containing organics,"InChI=1S/C4H11NO/c1-5(2)3-4-6/h6H,3-4H2,1-2H3",UEEJHVSXFDXPFK-UHFFFAOYSA-N
178,Dithiodiglycolic acid,,5.342422681,505-73-7,O=C([O-])C(O)SSC(O)C(=O)[O-],,,10.1021/acs.inorgchem.6b03182,"sulfide, disulfide",Sulfur-containing organics,"InChI=1S/C4H6O6S2/c5-1(6)3(9)11-12-4(10)2(7)8/h3-4,9-10H,(H,5,6)(H,7,8)/p-2",GFMVYXDDJXOAQL-UHFFFAOYSA-L
179,enrofloxacin,,2.707570176,1219795-24-0,CCN1CCN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3C2CC2)CC1,7,,10.1016/j.chemosphere.2008.08.033,halogenated,Halogenated organics,"InChI=1S/C19H22FN3O3/c1-2-21-5-7-22(8-6-21)17-10-16-13(9-15(17)20)18(24)14(19(25)26)11-23(16)12-3-4-12/h9-12H,2-8H2,1H3,(H,25,26)",SPFYMRJSYKOXGV-UHFFFAOYSA-N
180,epigallocatechin galate,,5.698970004,121958-00-7,O=C(O[C@@H]1Cc2c(O)cc(O)cc2O[C@@H]1c1cc(O)c(O)c(O)c1)c1cc(O)c(O)c(O)c1,,,10.1016/j.tiv.2012.04.010,phenol,Oxygenated organics,"InChI=1S/C22H18O11/c23-10-5-12(24)11-7-18(33-22(31)9-3-15(27)20(30)16(28)4-9)21(32-17(11)6-10)8-1-13(25)19(29)14(26)2-8/h1-6,18,21,23-30H,7H2/t18-,21-/m1/s1",WMBWREPUVVBILR-WIYYLYMNSA-N
181,estriol,,0.683047038,1417721-33-5,C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1C[C@@H](O)[C@@H]2O,,,10.1021/es040006e,phenol,Oxygenated organics,"InChI=1S/C18H24O3/c1-18-7-6-13-12-5-3-11(19)8-10(12)2-4-14(13)15(18)9-16(20)17(18)21/h3,5,8,13-17,19-21H,2,4,6-7,9H2,1H3/t13-,14-,15+,16-,17+,18+/m1/s1",PROQIPRRNZUXQM-ZXXIGWHRSA-N
182,estriol,,5.551449998,1417721-33-5,C[C@]12CC[C@@H]3c4ccc([O-])cc4CC[C@H]3[C@@H]1C[C@@H](O)[C@@H]2O,,,10.1021/es040006e,phenol,Oxygenated organics,"InChI=1S/C18H24O3/c1-18-7-6-13-12-5-3-11(19)8-10(12)2-4-14(13)15(18)9-16(20)17(18)21/h3,5,8,13-17,19-21H,2,4,6-7,9H2,1H3/p-1/t13-,14-,15+,16-,17+,18+/m1/s1",PROQIPRRNZUXQM-ZXXIGWHRSA-M
183,estrone,,0.572871602,53-16-7,C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CCC2=O,,,10.1021/es040006e,phenol,Oxygenated organics,"InChI=1S/C18H22O2/c1-18-9-8-14-13-5-3-12(19)10-11(13)2-4-15(14)16(18)6-7-17(18)20/h3,5,10,14-16,19H,2,4,6-9H2,1H3/t14-,15-,16+,18+/m1/s1",DNXHEGUUPJUMQT-CBZIJGRNSA-N
184,Ethyl guanidine,,1.278753601,7762-35-8,CCNC(=N)N,7.3,,10.1021/tx0155451,amine,Nitrogen-containing organics,"InChI=1S/C3H9N3/c1-2-6-3(4)5/h2H2,1H3,(H4,4,5,6)",KEWLVUBYGUZFKX-UHFFFAOYSA-N
185,ethylamine,,8.29666519,4442-90-4,CCN,,,doi.org/10.1016/j.watres.2012.06.006,amine,Nitrogen-containing organics,"InChI=1S/C2H7N/c1-2-3/h2-3H2,1H3",QUSNBJAOOMFDIB-UHFFFAOYSA-N
186,ethyl-di-ethanolamine,,4.204119983,133827-62-0,CCN(CCO)CCO,,,doi.org/10.1016/j.watres.2012.06.006,amine,Nitrogen-containing organics,"InChI=1S/C6H15NO2/c1-2-7(3-5-8)4-6-9/h8-9H,2-6H2,1H3",AKNUHUCEWALCOI-UHFFFAOYSA-N
187,glutathione,,8.093421685,37256-48-7,N[C@@H](CCC(=O)N[C@@H](CS)C(=O)NCC(=O)O)C(=O)O,,,10.1016/j.freeradbiomed.2014.04.024,thiol,Sulfur-containing organics,"InChI=1S/C10H17N3O6S/c11-5(10(18)19)1-2-7(14)13-6(4-20)9(17)12-3-8(15)16/h5-6,20H,1-4,11H2,(H,12,17)(H,13,14)(H,15,16)(H,18,19)/t5-,6-/m0/s1",RWSXRVCMGQZWBV-WDSKDSINSA-N
188,Gly,,7.859738566,486449-24-5,NCC(=O)O,,,doi.org/10.1016/j.watres.2012.06.006,amine,Nitrogen-containing organics,"InChI=1S/C2H5NO2/c3-1-2(4)5/h1,3H2,(H,4,5)",DHMQDGOQFOQNFH-UHFFFAOYSA-N
189,Gly,,5,486449-24-5,NCC(=O)O,7.3,,doi.org/10.1016/j.watres.2012.06.006,amine,Nitrogen-containing organics,"InChI=1S/C2H5NO2/c3-1-2(4)5/h1,3H2,(H,4,5)",DHMQDGOQFOQNFH-UHFFFAOYSA-N
190,glycinamide,,6.633468456,888498-22-4,NCC(N)=O,,,doi.org/10.1016/j.watres.2012.06.006,amide,Nitrogen-containing organics,"InChI=1S/C2H6N2O/c3-1-2(4)5/h1,3H2,(H2,4,5)",BEBCJVAWIBVWNZ-UHFFFAOYSA-N
191,iso-butylamine,,8.195899652,78-81-9,CC(C)CN,,,doi.org/10.1016/j.watres.2012.06.006,amine,Nitrogen-containing organics,"InChI=1S/C4H11N/c1-4(2)3-5/h4H,3,5H2,1-2H3",KDSNLYIMUZNERS-UHFFFAOYSA-N
192,Isochlortetracycline,,4.037426498,89835-80-3,C[NH+](C)C1C([O-])=C(C(N)=O)C(=O)C2(O)C(=O)CC(C3(C)OC(=O)c4c([O-])ccc(Cl)c43)CC12,,,10.1016/j.watres.2010.11.039,halogenated,Halogenated organics,"InChI=1S/C22H23ClN2O8/c1-21(15-10(23)4-5-11(26)13(15)20(31)33-21)8-6-9-16(25(2)3)17(28)14(19(24)30)18(29)22(9,32)12(27)7-8/h4-5,8-9,16,26,28,32H,6-7H2,1-3H3,(H2,24,30)/p-1",GFSLIMZISCAANG-UHFFFAOYSA-M
193,Isochlortetracycline,,7.559906625,89835-80-3,C[NH+](C)C1C(O)=C(C(N)=O)C(=O)C2(O)C(=O)CC(C3(C)OC(=O)c4c(O)ccc(Cl)c43)CC12,,,10.1016/j.watres.2010.11.039,halogenated,Halogenated organics,"InChI=1S/C22H23ClN2O8/c1-21(15-10(23)4-5-11(26)13(15)20(31)33-21)8-6-9-16(25(2)3)17(28)14(19(24)30)18(29)22(9,32)12(27)7-8/h4-5,8-9,16,26,28,32H,6-7H2,1-3H3,(H2,24,30)/p+1",GFSLIMZISCAANG-UHFFFAOYSA-O
194,iso-propylamine,,8.274157849,1219798-50-1,CC(C)N,,,doi.org/10.1016/j.watres.2012.06.006,amine,Nitrogen-containing organics,"InChI=1S/C3H9N/c1-3(2)4/h3H,4H2,1-2H3",JJWLVOIRVHMVIS-UHFFFAOYSA-N
195,lornoxicam,,3.633468456,106820-59-1,CN1/C(=C(/O)Nc2ccccn2)C(=O)c2sc(Cl)cc2S1(=O)=O,,,10.1080/10715760310001659404,halogenated,Halogenated organics,"InChI=1S/C13H10ClN3O4S2/c1-17-10(13(19)16-9-4-2-3-5-15-9)11(18)12-7(23(17,20)21)6-8(14)22-12/h2-6,19H,1H3,(H,15,16)/b13-10+",OXROWJKCGCOJDO-JLHYYAGUSA-N
196,meloxicam,,4.230448921,1309936-00-2,Cc1cnc(N/C(O)=C2/C(=O)c3ccccc3S(=O)(=O)N2C)s1,,,10.1080/10715760310001659404,sulfoxide,Sulfur-containing organics,"InChI=1S/C14H13N3O4S2/c1-8-7-15-14(22-8)16-13(19)11-12(18)9-5-3-4-6-10(9)23(20,21)17(11)2/h3-7,19H,1-2H3,(H,15,16)/b13-11+",DWMREKMVXIFPFM-ACCUITESSA-N
197,methionine,,8.188288479,116155-75-0,CSCC[C@H](N)C(=O)O,,,10.1016/j.freeradbiomed.2014.04.024,"sulfide, disulfide",Sulfur-containing organics,"InChI=1S/C5H11NO2S/c1-9-3-2-4(6)5(7)8/h4H,2-3,6H2,1H3,(H,7,8)/t4-/m0/s1",FFEARJCKVFRZRR-BYPYZUCNSA-N
198,methylamine,,8.447158031,1449-70-3,CN,,,doi.org/10.1016/j.watres.2012.06.006,amine,Nitrogen-containing organics,"InChI=1S/CH5N/c1-2/h2H2,1H3",BAVYZALUXZFZLV-UHFFFAOYSA-N
199,methyl-di-ethanolamine,,3.806179974,133827-62-0,CN(CCO)CCO,,,doi.org/10.1016/j.watres.2012.06.006,amine,Nitrogen-containing organics,"InChI=1S/C5H13NO2/c1-6(2-4-7)3-5-8/h7-8H,2-5H2,1H3",CRVGTESFCCXCTH-UHFFFAOYSA-N
200,Metoprolol,,-1.853871964,959786-79-9,COCCc1ccc(OCC(O)CNC(C)C)cc1,7,,10.1016/j.chemosphere.2008.08.033,amine,Nitrogen-containing organics,"InChI=1S/C15H25NO3/c1-12(2)16-10-14(17)11-19-15-6-4-13(5-7-15)8-9-18-3/h4-7,12,14,16-17H,8-11H2,1-3H3",IUBSYMUCCVWXPE-UHFFFAOYSA-N
201,microcystin-LR,,2.079181246,138234-57-8,C=C1C(=O)N[C@H](C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C(=O)O)[C@H](C)C(=O)N[C@@H](CCCN=C(N)N)C(=O)N[C@@H](/C=C/C(C)=C/[C@H](C)[C@H](Cc2ccccc2)OC)[C@H](C)C(=O)N[C@@H](C(=O)O)CCC(=O)N1C,,,10.1021/es5030355,amide,Nitrogen-containing organics,"InChI=1S/C49H74N10O12/c1-26(2)23-37-46(66)58-40(48(69)70)30(6)42(62)55-35(17-14-22-52-49(50)51)45(65)54-34(19-18-27(3)24-28(4)38(71-10)25-33-15-12-11-13-16-33)29(5)41(61)56-36(47(67)68)20-21-39(60)59(9)32(8)44(64)53-31(7)43(63)57-37/h11-13,15-16,18-19,24,26,28-31,34-38,40H,8,14,17,20-23,25H2,1-7,9-10H3,(H,53,64)(H,54,65)(H,55,62)(H,56,61)(H,57,63)(H,58,66)(H,67,68)(H,69,70)(H4,50,51,52)/b19-18+,27-24+/t28-,29-,30-,31+,34-,35-,36+,37-,38-,40+/m0/s1",ZYZCGGRZINLQBL-GWRQVWKTSA-N
202,Monochlorodimedon,,6.556302501,7298-89-7,CC1(C)CC(=O)C(Cl)C(=O)C1,7.3,,10.1021/tx0155451,halogenated,Halogenated organics,"InChI=1S/C8H11ClO2/c1-8(2)3-5(10)7(9)6(11)4-8/h7H,3-4H2,1-2H3",VOBIHUAWDXUCPH-UHFFFAOYSA-N
203,monoiodoacetamide,,0.605065501,144-48-9,NC(=O)CI,,,10.1016/j.watres.2018.06.024,halogenated,Halogenated organics,"InChI=1S/C2H4INO/c3-1-2(4)5/h1H2,(H2,4,5)",PGLTVOMIXTUURA-UHFFFAOYSA-N
204,"N,N-dimethylglycine",,4.698970004,74870-79-4,CN(C)CC(=O)O,,,doi.org/10.1016/j.watres.2012.06.006,amine,Nitrogen-containing organics,"InChI=1S/C4H9NO2/c1-5(2)3-4(6)7/h3H2,1-2H3,(H,6,7)",FFDGPVCHZBVARC-UHFFFAOYSA-N
205,N-acety-His,,4.903089987,411206-77-4,CC(=O)N[C@@H](Cc1c[nH]cn1)C(=O)O,7.3,,10.1021/tx0155451,imidazole,Heterocycles,"InChI=1S/C8H11N3O3/c1-5(12)11-7(8(13)14)2-6-3-9-4-10-6/h3-4,7H,2H2,1H3,(H,9,10)(H,11,12)(H,13,14)/t7-/m0/s1",KBOJOGQFRVVWBH-ZETCQYMHSA-N
206,N-acetyl- Arg-Ome,,1.505149978,113715-88-1,COC(=O)[C@H](CCCNC(=N)N)NC(C)=O,7.3,,10.1021/tx0155451,amide,Nitrogen-containing organics,"InChI=1S/C9H18N4O3/c1-6(14)13-7(8(15)16-2)4-3-5-12-9(10)11/h7H,3-5H2,1-2H3,(H,13,14)(H4,10,11,12)/t7-/m0/s1",SQTPLGZIJHJLSF-ZETCQYMHSA-N
207,N-acetylcystein,,7.462397998,126190-04-3,CC(=O)N[C@@H](CS)C(=O)O,,,10.1016/j.freeradbiomed.2014.04.024,thiol,Sulfur-containing organics,"InChI=1S/C5H9NO3S/c1-3(7)6-4(2-10)5(8)9/h4,10H,2H2,1H3,(H,6,7)(H,8,9)/t4-/m0/s1",PWKSKIMOESPYIA-BYPYZUCNSA-N
208,N-acetyl-Lys,,3.897627091,81483-91-2,CC(=O)NC(CCCCN)C(=O)O,7.3,,10.1021/tx0155451,amide,Nitrogen-containing organics,"InChI=1S/C8H16N2O3/c1-6(11)10-7(8(12)13)4-2-3-5-9/h7H,2-5,9H2,1H3,(H,10,11)(H,12,13)",VEYYWZRYIYDQJM-UHFFFAOYSA-N
209,N-acetyl-Trp,,3.892094603,219661-33-3,CC(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O,7.3,,10.1021/tx0155451,amide,Nitrogen-containing organics,"InChI=1S/C13H14N2O3/c1-8(16)15-12(13(17)18)6-9-7-14-11-5-3-2-4-10(9)11/h2-5,7,12,14H,6H2,1H3,(H,15,16)(H,17,18)/t12-/m0/s1",DZTHIGRZJZPRDV-LBPRGKRZSA-N
210,N-acetyl-Tyr,,1.672097858,70529-66-7,CC(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)O,7.3,,10.1021/tx0155451,phenol,Oxygenated organics,"InChI=1S/C11H13NO4/c1-7(13)12-10(11(15)16)6-8-2-4-9(14)5-3-8/h2-5,10,14H,6H2,1H3,(H,12,13)(H,15,16)/t10-/m0/s1",CAHKINHBCWCHCF-JTQLQIEISA-N
211,Nadolol,,-0.638272164,2434865-25-3,CC(C)(C)NCC(O)COc1cccc2c1C[C@H](O)[C@H](O)C2,7,,10.1016/j.chemosphere.2008.08.033,amine,Nitrogen-containing organics,"InChI=1S/C17H27NO4/c1-17(2,3)18-9-12(19)10-22-16-6-4-5-11-7-14(20)15(21)8-13(11)16/h4-6,12,14-15,18-21H,7-10H2,1-3H3/t12?,14-,15+/m1/s1",VWPOSFSPZNDTMJ-UCWKZMIHSA-N
212,n-butylamine,,8.212187604,1208080-07-2,CCCCN,,,doi.org/10.1016/j.watres.2012.06.006,amine,Nitrogen-containing organics,"InChI=1S/C4H11N/c1-2-3-4-5/h2-5H2,1H3",HQABUPZFAYXKJW-UHFFFAOYSA-N
213,N-Cl-b-alanine,,2.444044796,13215-35-5,O=C(O)CNCl,,,doi.org/10.1016/j.watres.2012.06.006,halogenated,Halogenated organics,"InChI=1S/C2H4ClNO2/c3-4-1-2(5)6/h4H,1H2,(H,5,6)",YKCPTPSKQFNDHL-UHFFFAOYSA-N
214,N-Cl-glycylglycine,,0.939519253,23273-91-8,O=C(O)CNC(=O)CNCl,,,doi.org/10.1016/j.watres.2012.06.006,halogenated,Halogenated organics,"InChI=1S/C4H7ClN2O3/c5-7-1-3(8)6-2-4(9)10/h7H,1-2H2,(H,6,8)(H,9,10)",ILKNHLINVXNMPC-UHFFFAOYSA-N
215,NH3,,6.477121255,19496-55-0,N,,,doi.org/10.1016/j.watres.2012.06.006,amine,Nitrogen-containing organics,InChI=1S/H3N/h1H3,QGZKDVFQNNGYKY-UHFFFAOYSA-N
216,nimesulide,,2.361727836,10932-22-6,CS(=O)(=O)Nc1ccc([N+](=O)[O-])cc1Oc1ccccc1,,,10.1080/10715760310001659404,sulfoxide,Sulfur-containing organics,"InChI=1S/C13H12N2O5S/c1-21(18,19)14-12-8-7-10(15(16)17)9-13(12)20-11-5-3-2-4-6-11/h2-9,14H,1H3",HYWYRSMBCFDLJT-UHFFFAOYSA-N
217,oxytetracycline,,6.686636269,8017-33-2,CN(C)[C@@H]1C([O-])=C(C(N)=O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c([O-])cccc4[C@@](C)(O)[C@H]3[C@H](O)[C@@H]12,,,10.1016/j.watres.2010.11.039,phenol,Oxygenated organics,"InChI=1S/C22H24N2O9/c1-21(32)7-5-4-6-8(25)9(7)15(26)10-12(21)17(28)13-14(24(2)3)16(27)11(20(23)31)19(30)22(13,33)18(10)29/h4-6,12-14,17,25,27-29,32-33H,1-3H3,(H2,23,31)/p-2/t12-,13-,14+,17+,21-,22+/m1/s1",IWVCMVBTMGNXQD-PXOLEDIWSA-L
218,oxytetracycline,,6.859138297,8017-33-2,C[NH+](C)[C@@H]1C([O-])=C(C(N)=O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c([O-])cccc4[C@@](C)(O)[C@H]3[C@H](O)[C@@H]12,,,10.1016/j.watres.2010.11.039,phenol,Oxygenated organics,"InChI=1S/C22H24N2O9/c1-21(32)7-5-4-6-8(25)9(7)15(26)10-12(21)17(28)13-14(24(2)3)16(27)11(20(23)31)19(30)22(13,33)18(10)29/h4-6,12-14,17,25,27-29,32-33H,1-3H3,(H2,23,31)/p-1/t12-,13-,14+,17+,21-,22+/m1/s1",IWVCMVBTMGNXQD-PXOLEDIWSA-M
